2022-02-22 23:21:58.885 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Minimum element: -7
2022-02-22 23:21:58.886 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Changed negative elements to zero. Array: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:24:33.580 [main] INFO  App - Message
2022-02-22 23:24:33.583 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Gnome sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:24:33.583 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Bubble sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:24:33.583 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Selection sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:24:33.583 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Sum of elements: 46
2022-02-22 23:24:33.586 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4.6
2022-02-22 23:24:33.586 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Number of negative elements: 1
2022-02-22 23:24:33.586 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Number of positive elements: 8
2022-02-22 23:24:33.586 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Sum of elements: 46
2022-02-22 23:24:33.586 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Maximum element: 11
2022-02-22 23:24:33.586 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Minimum element: -7
2022-02-22 23:24:33.586 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Changed negative elements to zero. Array: [0, 0, 3, 4, 5, 5, 7, 8, 10, 11]
